"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentare"
"241",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",1,"Gegenwart, Vergangenheit","Deutschland","-","deutscher Kaufrausch-Financial-Times-Deutschland, h?chste Anschaffungsbereitschaft-GfK, hoher Konsumklima-Index-GfK, lockeres Geld-Hermann-Franzen-Hauptverband-des-Deutschen-Einzelhandels",3,""
"242",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",2,"Gegenwart","Deutschland","-","sp?rbares Konsumausgaben-Anziehen-IfW-Experten, steigender Konsum-Institut-der-deutschen-Wirtschaft-IW, h?chster Konsum-Zuwachs",3,""
"243",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",3,"Gegenwart, Zukunft","Deutschland","-","kommende Mehrwertsteuer-Erh?hung, strittige Folgen, teurere Produkte, schrumpfende Kaufkraft, anhaltender Aufschwung-Deutschland, optimistisches ifo-Institut, tempor?res Konsum-Abschw?chen, dellenf?rmiges Abschw?chen-IW",2,"wenn die Abk?rzung der Institution auftaucht, nehme ich nur die Abk?rzung, richtig?"
"244",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",4,"Gegenwart","Deutschland","-","vergleichsweise-d?sterer Zukunfts-Blick-Gustav-Horn-Institut-f?r-Makro?konomie-und-Konjunkturforschung, massiver Blechschaden",-1,"ich finde 'Blechschaden' immer noch recht harmlos. Wenn ihr das nicht so seht, kann die Bewertung hier auf -2"
"245",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",5,"Gegenwart, Zukunft","Deutschland","-","deutlich-wachsende Wirtschaft, unerwartetes Wachstum, wachsend Wirtschaft-Deutschland, endende Stagnation, endendes Minimal-Wachstum, best?tigte Bundesregierung-Strategie, angeschobene Wirtschaft",2,""
"246",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",6,"Gegenwart, Vergangenheit","Deutschland","-","schwungvolle Wirtschaft, hoher Konsum, angetriebene Wirtschaft, neuartiger Aufschwung-Konsum, traditionell Export",2,""
"247",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",7,"Gegenwart","Deutschland","-","wachsender-privater Verbrauch, konstante Kaufkraft, stabile Preise, optimistische Stimmung, berauschender Fuõball-Sommer, sinkende Arbeitslosigkeit, sinkendes Risiko",3,""
"248",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",8,"Gegenwart","Deutschland","-","angek?ndigte Mehrwertsteuer, m?glich-vorgezogener Konsum, m?glich-steigend Weihnachtsgesch?ft-Werbung-Mehrwertsteuer-Michael-Gr?mling-IW",2,""
"249",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",9,"Gegenwart, Zukunft","Deutschland","-","vorgezogene K?ufe-IfW-Kiel, sp?rbarer Konjunktur-Schub, kommende Nachfrage-L?cke, m?glich-positive Entwicklung-Franzen-Einzelhandelspr?sident, getroffen Einzelhandel-Franzen-Einzelhandelspr?sident, verpasste Chancen-Gustav-Horn",1,""
"250",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",10,"Gegenwart, Zukunft","Deutschland","-","konjunktureller Schwung, m?glich-aufgehobener Bremseffekt, gravierende Steuererh?hung, unverl?ssliche Informationen-Mehrwertsteuer-Erh?hung, m?glich-positive ?berraschung-Michael-Gr?mling, m?gliche Wachstums?berraschungen-WestLB",2,""
"251",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",11,"Gegenwart, Vergangenheit","Deutschland","-","generell gesteigerte Konsumneigung, steigend Konsum-Verbrauchsg?ter, steigend Konsum-Gebrauchsg?ter",2,""
"252",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",12,"Zukunft","Deutschland","-","teilweise Weitergebung-Mehrwertsteuererh?hung, intensiver Wettbewerb, unm?gliche Weitergebung-Komplett-Steuererh?hung",2,""
"253",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",13,"Zukunft","Deutschland","-","teilweise-?berw?lzte Steuererh?hung, schwach-steigende Verbraucherpreise, nicht-abgeschreckter Konsum",2,""
"254",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",14,"Zukunft","Deutschland","-","m?glich-abschreckende Wirkung-Steuererh?hung, vorr?bergehender Schock, sachte Konsumerholung-IW, zunehmende Dynamik, m?glich R?ckenwind-Arbeitsmarkt",2,""
"255",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",15,"Gegenwart, Zukunft","Deutschland","-","st?tzende Investitionen, wettbewerbsf?hige Unternehmen, erweiterte Produktionsanlagen, finanzierte Investitionen, relativ-niedrige Zinsen, investierender Mittelstand, profitierendes Baugewerbe, endende Bau-Krise",3,""
"256",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",16,"Zukunft","Deutschland","-","anhaltender Exportindustrie-Erfolg, boomende Weltkonjunktur, gl?nzende Auslandsgesch?fte-Automobilsektor, gl?nzende Auslandsgesch?fte-Maschinenbau, moderate Lohnsteigerungen, sinkende Lohnst?ckkosten, erhaltene Wettbewerbsf?higkeit, behauptete Exportweltmeister-Positione-Deutsches-Institut-f?r-Wirtschaftsforschung",3,""
"257",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",17,"Zukunft","Deutschland, USA","-","m?glich-unvorhersehbare Schocks, m?glich-weltpolitische Krisen, m?glich-steigende ?lpreise, instabile Konjunktur-USA-Motor",-2,""
"258",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",18,"Zukunft","Deutschland, USA, Eurozone","-","niedrige Inflationsrate, niedriger ?lpreis, boomende Weltwirtschaft, stabile Konjunktur-Euroland, anhaltendes Wirtschaftswachstum-USA",2,""
"259",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",19,"Gegenwart","Deutschland, EU","-","unn?toge Mehrwertsteuer-Erh?hung, sinkendes Haushaltsdefizit, m?helose Erf?llung-Br?ssel-Soll-Peer-Steinbr?ck, steigende Staatseinnahmen",0,""
"260",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch f?r die Konjunktur","Klaus-Peter Schmid",20,"Gegenwart","Deutschland","-","zuviel Gutes, zuwenig Wachstum",-1,""
"261",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",1,"Gegenwart","Deutschland","Berlin, Bremen","armes Berlin, rote Zahlen, hohe Schulden",-2,""
"262",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",2,"Gegenwart","Deutschland","Berlin","riesiges Verm?gen, direkte Unternehmen-Beteiligung, direkte Tochter-Unternehmen-Beteiligung",1,""
"263",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",3,"Gegenwart","Deutschland","Berlin","solides Unternehmen-Stadtreinigung, solides Unternehmen-Vivantes, solides Unternehmen-Klassenlotterie, reichlicher Wohnungsbesitz, reichlicher Grundbesitz, leere Kassen, reiche Stadt",1,""
"264",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",4,"Gegenwart","Deutschland","Berlin","?rgerlicher Widerspruch, nicht-extreme Haushaltsnotlage, m?gliche Selbsthilfe, ver?rgerte Finanzgeber-Bund-und-L?nder",0,""
"265",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",5,"Gegenwart","Deutschland","Berlin","unzureichende Einnahmen-Grunderwerbssteuer-Erh?hung, guter Wille, unvermeidliche Personalausgaben-Einsparungen, allm?hliche Sanierung-Personalausgaben-Einsparungen, n?tige Zinslast-Reduktion, fehlende Zukunftsinvestitionen-Mittel",-2,""
"266",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",6,"Gegenwart, Zukunft","Deutschland","Berlin","naheliegender Schuldenabbau, ?ppiges Verm?gen, m?glich Milliarden-Beschaffung, landeseigene Wohnungsbaugesellschaften-Verkauf, hoher-?ffentlicher Wohnraum-Anteil, niedriges Mietniveau",1,""
"267",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",7,"Vergangenheit, Gegenwart","Deutschland","Berlin","historische Gr?nde, fehlende Privat-Bauherren, florierender Sozial-Wohnungsbau, ?stlich Staatssache-Wohnungsbau, unplausibel Gegenwart-Eingriff-Wohnungsmarkt, ?berfl?ssiges Kommunen-Engagement",-1,""
"268",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",8,"Vergangenheit, Gegenwart","Deutschland","Berlin, Dresden, Sachsen","sinvoll-geringer Bestand-Wohnung-Stadteigentum, ?berzeugend Verkauf-Wohnungsbaugesellschaften, vorbildliches Dresden, entbehrliches Verm?gen, schuldenfrei Wohnungsverkauf-Dresden",1,""
"269",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",9,"Vergangenheit, Gegenwart","Deutschland","Dresden, Sachsen","?briggebliebene Milliarde-Dresden, eingesparte Zinsen-Dresden",2,""
"270",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",10,"Gegenwart","Deutschland","Berlin","anbietende Grundbesitz-Privatisierung, tausende Objekte-Beteiligung-Liegenschaftsfonds-Berlin, gr?õter Milchproduzent-Berlin, beginnend Grundbesitz-Sortierung, beginnend Privatisierung, platzreiches Berlin",1,""
"271",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",11,"Gegenwart","Deutschland","Berlin","plausible Gr?nde-Stadtbesitz, un?berzeugend Einfluss-Argument, gesicherte Parteifreund-Posten, n?tige B?rger-Daseinsvorsorge-M?llentsorgung, n?tige B?rger-Daseinsvorsorge-Nahverkehr, n?tige Fiskaldisziplin",0,""
"272",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",12,"Gegenwart, Vergangenheit","Deutschland","Berlin","abschreckende Privatisierung-Politiker, gute Erfahrungen-Privatisierung, private Versorgung-Wasser, private Versorgung-Strom, private Versorgung-Gas, konstante Qualit?t-Infrastruktur, konstante Mieten, verbesserter Landeshaushalt",2,""
"273",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",13,"Gegenwart","Deutschland","Berlin","zur?ckhaltende Sparanstrenung-Dosierung, verkaufs-bereiter Finanzchef-Sarrazin, ablehnender Privatisierung-Klaus-Wowereit, unkonkreter Sparkurs-Klaus-Wowereit",-1,""
"274",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",14,"Gegenwart","Deutschland","Berlin","n?tig Schuldenabbau-Unterst?tzung-Berlin, n?tig-ernsthafter Schuldenabbau-Versuch, m?glich Schuldenkatastrophe, extreme Haushaltsnotlage",-2,""
"275",25,"http://www.zeit.de/2006/45/Handel_Enttaeuscht/komplettansicht?print=true",2006,45,"Zeit","Handel: Entt?uscht","",1,"Vergangenheit","Deutschland","-","sinkender Einzelhandel-Umsatz-Statistisches Bundesamt, vorl?ufige Zahlen-Einzelhandelsumsatz, sinkend Umsatz-Versandhandel, steigend-Umsatz-Einrichtungsgegenst?nder, steigend-Umsatz-Baubedarf, steigend-Umsatz-Kosmetik, steigend-Umsatz-Medizin, schlimmer Umsatz-Zur?ckgang",-2,"ist das wirklich Vergangenheit? Bin unsicher, da ja sehr aktuell"
"276",25,"http://www.zeit.de/2006/45/Handel_Enttaeuscht/komplettansicht?print=true",2006,45,"Zeit","Handel: Entt?uscht","",2,"Gegenwart","Deutschland","-","tats?chlicher R?ckgang-Umfrage-Widerspruch, auõerordentlich-gute Kauflaune, m?glich Wetter-Einfluss, warmer September",-1,""
"277",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",1,"Gegenwart","Deutschland","-","starkes Wirtschaftswachstum-Merkel, steigende Steuereinnahmen-Merkel, anhaltender Aufschwung-Deutschland-Merkel",1,""
"278",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",2,"Gegenwart","Deutschland","-","entscheidende Weichenstellungen-Merkel, einige F?rderalismusreform-Merkel, verst?ndigte Rentenpolitik-Merkel, verst?ndigte Gesundheitspolitik-Merkel, beteiligtes Deutschland-UN-Friedensmission-Merkel",1,"man k?nnte die Bewerbung bei den 2 Abschnitten auch auf 0 setzen, weil man f?rmlich auf das Aber wartet. Aber eigentlich wurde noch nichts schlimmes gesagt..."
"279",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",3,"Gegenwart, Vergangenheit","Deutschland","Dresden, Leipzig, Sachsen","angek?ndigte Reformanstrengungen-Merkel-Bild-Zeitung, wegweisende Weichenstellung-Reformbeschl?sse-Leipziger-Parteitag-Merkel, unabdingbare Weichenstellung-Reformbeschl?sse-Leipziger-Parteitag-Merkel, n?tig-sozialere Ausrichtung-J?rgen-R?ttgers",0,""
"280",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",4,"Gegenwart","Deutschland","-","positive Zwischenbilanz-Schwarz-Rot-Peter-Struck, positive Zwischenbilanz-Schwarz-Rot-Volker-Kauder, schlechtes Zeugnis-Regierung-Opposition, zuf?lig-positive Entwicklung-Guido-Westerwelle, reklamierende Merkel-Guido-Westerwelle",0,""
"281",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",5,"Gegenwart","Deutschland","-","unterstellte Merkel-Sch?nf?rberei-Guido-Westerwelle, unterstellter Merkel-Realit?tsverlus-Guido-Westerwelle, ",-1,""
"282",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",6,"Gegenwart, Vergangenheit","Deutschland","-","beanspruchte Reformdividende-Rot-Gr?n-Vorg?ngerregierung-Renate-K?nast, nervenschwacher Kanzler-Gerhard-Schr?der-Renate-K?nast, n?rgelnde Renate-K?nast",0,""
"283",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",7,"Gegenwart, Zukunft","Deutschland","-","unzureichender Neuverschuldungs-Abbau-Renate-K?nast, ausgeglichener Haushalt-Versp?tung, ausgeklammerte Entwicklung-Neue-L?nder-Linkspartei",-1,""
"284",27,"http://www.zeit.de/2006/48/Willkommen_in_Deutschland_/komplettansicht?print=true",2006,48,"Zeit","Willkommen in Deutschland?","Klaus-Peter Schmid",1,"","","","",NA,""
"285",28,"http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true",2006,49,"Zeit","Brandstellen","Jutta Hoffritz",1,"Vergangenheit","Deutschland","-","zukunftstr?chtiges Kerngersch?ft-Autozuliefererbereich, gescheiterter Deal-Mannesmann-Autosparte-Atecs, kleine Zulieferer-Kauf, gemehrte Verk?ufe, unerf?llte Erwartungen, rote Zahlen-Autobereich, geringste Margen-Autobereich",-2,""
"286",28,"http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true",2006,49,"Zeit","Brandstellen","Jutta Hoffritz",2,"Vergangenheit","Deutschland, USA, Kanada","-","steigende ?lpreise, asiatische Kleinwagen-Konkurrenz, beliefertes Unternehmen-General-Motors, beliefertes Unternehmen-Chrysler, gezogene Notbremse-Ekkehard-Schulz, verkaufter Groõteil-Gesch?ft-USA-Ekkehard-Schulz, verschmolzene Autosparte-Technologiesparte",-2,""
"287",28,"http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true",2006,49,"Zeit","Brandstellen","Jutta Hoffritz",3,"Gegenwart","Deutschland","D?sseldorf, Bremen, Heilbronn","ungel?ste Probleme, brennende Stellen-Deutschland, verzweifelter Auftragskampf-Lenkungswerk-D?sseldorf, verzweifelter Auftragskampf-Bremer-Maschinenfabrik-Krause, verzweifelter Auftragskampf-Autoteile-und-Anlagenbauer-Heilbronn-Drauz-Nothelfer",-3,""
"288",28,"http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true",2006,49,"Zeit","Brandstellen","Jutta Hoffritz",4,"Vergangenheit, Gegenwart, Zukunft","Deutschland","Heilbronn","aktuelle Auftagsl?cken, ?ftere Auftragsl?cken, abgebaute Mitarbeiterstellen, m?glich-wegfallende Stellen, m?gliche Teilschlieõung, m?glicher Verkauf, restrukturierende Konkurrenten",-3,""
"289",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",1,"Gegenwart, Vergangenheit","Deutschland","-","brodelndes Internetforum-Holzpellet-B?rse, geplante Klimabilanz-Verbesserung, geplantes Portemonnaie-Plus, Illusion",-3,"eigentlich sind mir Pellets egal. Aber der Autor beschreibt es wie eine -3"
"290",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",2,"Vergangenheit","Deutschland","-","nachwachsende Rohstoffe-Pellets, g?nstige Pellets-Vergangenheit, installierte Pelletheizungen, steigende ?lpreise, vorhandener Pellet-?berfluss, billiges Holz, teurer Holzkessel",1,""
"291",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",3,"Gegenwart","Deutschland","-","b?ses Erwachen, massive Holzpreis-Erh?hung, abgezockte Kunden-Holzofenbesitzer, zwiegespaltene Holzofen-Interessenten",-2,""
"292",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",4,"Gegenwart, Vergangenheit","Deutschland","-","?hnliche Erfahrung-Solarstromanlagen-Besitzer, umweltfreundliche Energie-Verteuerung, hohe Solaranlagen-Preise, unprofitable Solaranlagen, bessere Rendite-Bundesschatzbrief",-3,""
"293",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",5,"Gegenwart, Vergangenheit","Deutschland, Japan, USA","Bayern","ausgenutzte Nachfrage, steigende Preise, ausgenutzte Solarindustrie-Kunden, best?ckte Stalld?cher-Solaranlagen, hohe Renditen, hohe Nachfrage-Solarmodule, weltgr?õter Solarmarkt-Deutschland, ",2,""
"294",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",6,"Gegenwart, Zukunft","Deutschland","Bonn, Thalheim, Sachsen-Anhalt, Freiburg","vervielfachte Kapazit?ten-Solarworld, vervielfachte Kapazit?ten-Q-Cells, sinkende Massenproduktions-Kosten, sinkende Solarzellen-Kosten-Fraunhofer-Institut-f?r-Solare-Energiesysteme-Joachim-Luther, anziehende Solarpreise, sagenhafte Branchen-Gewinne, hohe Umsatzrenditen, abgew?rgter Handel-Joachim-Luther, vollbremsender Markt, sinkender Neubau-Solaranlagen",-2,"Joachim Luther Æbis vor kurzem Leiter des...ã wird aber implizit mit der Autorit?t des Fraunhofer Instituts zitiert..."
