"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentar","Zeit","issue.abschnitt"
"449",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",8,"Gegenwart, Zukunft","Deutschland",""," zus„tzliches Ungemach-Zukunft, f„llig Jahresbeitr„ge-Zukunft, hoch Unfallh„ufigkeit-Leiharbeiter, hoch Gefahrenklasse-Einstufung, Randstad, hohe Unfallkosten-Reinhardt",-1,"","","40 8"
"450",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",9,"Gegenwart","Deutschland","","Kurzarbeit, uninteressiert Auffangl”sung, gestiegen Kurzarbeit-Anzahl, teuer Kurzarbeit, weiterlaufen Sozialabgaben, ungewollt Kurzarbeit-Zeitarbeitsfirmen, DGB, fehlen soziale-Verantwortung-Buntenbach, berbrcken Krise ",-1,"","","40 9"
"451",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",10,"Gegenwart, Zukunft","Deutschland","Berlin","schnell Personaltrennung, befristeten Arbeitsvertr„gen, hohen Fluktuation, hoch Probezeit-Besch„ftigte-Anzahl, massiv-unterschritten Kndigungsfristen-Scottorf, Hensche, CGZP, absprach Tariff„higkeit-Arbeitsgericht, weite Kosten-Zukunft, nachzahlen L”hne-Zukunft, nachzahlen Sozialbeitr„ge-Zukunft",-2,"Christliche-Tarifgemeinschaft-fr-Zeitarbeit-und-Personalserviceagenturen = CGZP","","40 10"
"452",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",11,"Vergangenheit, Gegenwart","Deutschland","Hessen, Dornheim; Niedersachsen, Sottrum; Niedersachen, Nordhorn","Arron, Insolvenz-Arron, A.S.T.-Dienstleistungen-und-Zeitarbeit, Zahlungsunf„higkeit-A.S.T.-Dienstleistungen-und-Zeitarbeit, Euro-Time, Zahlungsunf„higkeit-Euro-Time, abendliche Frust-Disponentin",-1,"","","40 11"
"453",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",12,"Vergangenheit, Gegenwart, Zukunft","Deutschland, Schweiz","","betroffen Branchenriesen, Randstad, Adecco, rote Zahlen-Randstad, rote Zahlen-Adecco, I.K.-Hofmann, stark gebeutet-I.K.-Hofmann, Manpower, mehr Bros-Vergangenheit-Manpower, gelassen geben-Branchenriesen, ausbauen Position-Zukunft-Branchenriesen",0,"","","40 12"
"454",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",13,"Gegenwart, Zukunft","Deutschland","","sehen Chance, Bereinigung, abzuschtteln Schmuddelimage, schwarzen-Schafe, abstrusen Haustarifen-Reitz, CGZP, gering Stundenlohn-CGZP, ver.di, BZA, anschieben berf„lligen-Selbstreinigungsprozess-Zukunft, bersehen Leiharbeiterschicksal, weniger schwarze-Schafe-Zukunft, anstieg Leiharbeiter-Arbeitslosigkeit-Zukunft, tot Helfermarkt, bedroht Facharbeiter",-1,"","","40 13"
"455",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",14,"Gegenwart","Deutschland ","","Manpower, Bankpower, verantwortlich Krise-Banken, konzentrieren Firmenkundengesch„ft-Reitz, offene Vertriebsstellen, dringend-gesucht Personal",1,"","","40 14"
"456",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",1,"Gegenwart","Deutschland ","","Prognose, unbeeinflussbar Ausgang",0,"","40 Minuten","41 1"
"457",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",2,"Gegenwart, Zukunft","Deutschland ","","gef„hrlich Zukunftsaussagen-Wirtschaft, ver”ffentlichen Frhjahrsprognose, vorhersagen Wirtschaftsleistung, strak-sinken Wirtschaftsleistung, Horrorzahl, Wirtschaft-Schrumpfen, wertlos Ziffer, uberechenbar Krise",-2,"","","41 2"
"458",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",3,"Gegenwart, Zukunft","Deutschland ","","reagieren Horrorzahl, weniger konsumieren, weniger investieren, „ngstlicher Menschen, schneller-schrumpfen Wirtschaft, n„hrt Prognosen-Sehnsucht-Krise, n„hren Krise-Prognose",-2,"","","41 3"
"459",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",4,"Gegenwart, Zukunft","Deutschland ","","verzichten Prognosen-Zukunft, kaputt Prognosemodellen, unvorhergesehen Krise, schlecht Modelle, weiterrechnen alte-Modelle",-1,"","","41 4"
"460",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",5,"Gegenwart","Deutschland","","Konjunkturerwartungen, prognostizieren Zahlen, treffen spektakul„rere-Aussagen, mitspielen Medien,  Zahl-Fixierung, bewerten Regierung, wirtschaftlichen Talfahrt-Ende-Merkel",-1,"","","41 5"
"461",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",6,"Gegenwart","Deutschland","","”konomische Zukunft-Blick, braucht Annahmen-Politik, braucht Sch„tzungen-Politik,  basieren Vergangenheit-Analysen, benutzen Wahrscheinlichkeiten, benutzen Szenarien, plakativ Punktprognose",-1,"","","41 6"
"462",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",7,"Gegenwart","Deutschland","","intern-kalkulieren Wachstumswahrscheinlichkeiten, verzichten Punktptognose, weigern Gesch„ftsprognose-Konzerne",0,"","","41 7"
"463",42,"http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true",2009,20,"Zeit","Kurz und platt","Josef Joffe",1,"Gegenwart","Deutschland","","ritualisierter Hysterie, glcklich Deutschland, normal Deutschland, Menschen-Wut-Pr„sidentschaftskandidatin, explosive Stimmung-Pr„sidentschaftskandidatin, sozialen Unruhen-DGB-Chef, verneinen berzogenen-Dramatisierungen-Thierse",-1,"Deutscher-Gewerkschaftsbund-
Bundesvorstand = DGB, Pr„sidentschaftskandidatin = Merkel (? keine Ahnung, was unter Pr„sidentschaft gemeint ist)","50 Minuten","42 1"
"464",42,"http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true",2009,20,"Zeit","Kurz und platt","Josef Joffe",2,"Gegenwart, Vergangenheit, Zukunft","Deutschland","","Illners-Talkshow, Dreiáiger-Schrecken, schlieáen Gerechtigkeitslcke-Professor, fest-sitz Suggestion-Professor, Wut, Aufruhr, rote-braune Fahnen",-2,"","","42 2"
"465",42,"http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true",2009,20,"Zeit","Kurz und platt","Josef Joffe",3,"Gegenwart","USA, Deutschland","","Zwangsr„umungen-USA, hoch Arbeitslosigkeit-USA, einstellig Umfragen-Linke, kl„glichen Bodensatz-NPD",-1,"","","42 3"
"466",42,"http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true",2009,20,"Zeit","Kurz und platt","Josef Joffe",4,"Gegenwart","Deutschland","","ritualisierte Hysterie, politischen Ph„nomen, schwatzenden Klasse, Beschwichtigungsappelle, Panikmache-Bundespr„sident, beherrschbar Krise-Bundespr„sident",1,"","","42 4"
"467",42,"http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true",2009,20,"Zeit","Kurz und platt","Josef Joffe",5,"Gegenwart","Deutschland","","imitiert Talkshow-Wirklichkeit, kurz-platt Aussagen, nennen Aspekte",-1,"","","42 5"
"468",42,"http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true",2009,20,"Zeit","Kurz und platt","Josef Joffe",6,"Gegenwart","Deutschland","","andere Ausgangsbedingungen-Weimer, Langeweile-Parteien, h”chstes Gut-Langeweile, dr”gen-vitalen Normalit„t, demokratischen Rechtsstaates",1,"","","42 6"
"469",42,"http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true",2009,20,"Zeit","Kurz und platt","Josef Joffe",7,"Gegenwart","Deutschland","","ultrastabile Demokratie, Gelassenheit, Identifikation-Staat, nicht-wegsplen Fundamente- Rezession, dazugeh”ren ritualisierte-Hysterie",NA,"","","42 7"
"470",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",1,"Gegenwart","USA, Europa","","gescheitert angloamerikanische-Turbokapitalismus, maroden Sozialsystem-USA, horrenden Schuldenberg-USA, stotternden Wirtschaft-USA, beweisen Europas-St„rke, Krise, siegreich soziale-Marktwirtschaft, globalen Modelle-Wettstreit",-1,"ich sehe hier kein ""positives Fazit""","1 Stunde 10 Minuten","43 1"
"471",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",2,"Gegenwart","USA, Europa","","Krise, ged„mpft amerikanisches-Modell-Bewunderung, enttabuisiert staatliche-Markteingriffe, gerettet europ„ischen-Sozialstaat-Ruf, schtzen Brger-Europa, dokumentiert Euro-Sinn, fordern neuen-Weltfinanzsystem-Merkel-Sarkozy, mehr Geh”r-Merkel-Sarkozy",2,"","","43 2"
"472",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",3,"Gegenwart","USA, Europa","","krisenunresistent europ„ischen-Volkswirtschaften, Wachstumseinbruch-Europa, unstabil Finanzsysteme-Europa, riskantesten-spekulieren Banken-Europa, unklug Konjunkturpakete, langsam-reformieren Finanzsystem ",-2,"Vergleiche schwer aufzunehmen","","43 3"
"473",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",4,"Gegenwart, Zukunft","USA","","schnell Wirtschaftserholung-Zukunft, laufen-lassen brutalen-Marktkr„ften, Zert”rung, Neubeginn, grunds„tzlicher-reformieren Bankssystem, schneller-lerne Fehlern-Politiker",1,"Phoenix-aus-der-Asche = schnell-Wirtschaftserholung","","43 4"
"474",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",5,"Gegenwart, Vergangenheit","USA, Europa","","schneller Politik-USA, schmerzliche Selbtzweifel-Europa, zurckhaltend Krise-Reaktion-Vergangenheit-Europa, falsch Krise-Reaktion-Vergangenheit-Europa, langsam Krise-Reaktion-Vergangenheit-Europa",-2,"","","43 5"
"475",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",6,"Gegenwart, Vergangenheit","Europa, Belgien, Tschechien","","global Krise, national Reaktionen, Feuerwehrpolitik-Merkel-Sarkozy-Brown, G-20-Gipfeln, heimisch Krisenbek„mpfung, Bankenrettungsfonds, Unternehmen-Fonds, Konjunkturpakete, kurzfristigen Krise-Bew„ltigung, Bremsen-EU-Komission, Schweigen-EU-Komission, unpres„nt Debatte-Rat-Parlament-Pr„sidentschaft",-1,"","","43 6"
"476",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",7,"Gegenwart","Europa","","nicht-per-se-schlecht nationalstaatliches-Handeln, nicht-per-se-gut Brssel, verbessern Gesamtwirtschaftslage-nationales-Handeln",1,"Brssel = EU-Gremien","","43 7"
"477",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",8,"Gegenwart, Vergangenheit","Europa","","Alleing„nge-Regierungen, unn”tiger Fehler, langfristig Schaden, langsam EU-Reaktion, keine Instant-Altenativen",-2,"","","43 8"
"478",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",9,"Gegenwart","Europa, Deutschland","","reichlich Versagen-Beispiele, Konjunkturprogramme, fehlen gemeinsame-Quoten, ungleiche Bankenrettungsfonds-Regeln, b”se Wettbewerbsverzerrungen, brauchen fairen-Binnenmarkt-Deutschland, Exportabh„ngigkeit-Deutschland, unverhindert Subventionswettlauf",-2,"","","43 9"
"479",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",10,"Gegenwart","Europa","","wachsenden Ungleichgewichte-Inflationsraten, wachsenden Ungleichgewichte-Lohnniveaus, wachsenden Ungleichgewichte-Wettbewerbsf„higkeit, fehlen wirtschaftspolitische-Koordinierung, unbeachtet W„hrungskrisen, ben”tigen gemeinsame-Standards ",-2,"","","43 10"
"480",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",11,"Gegenwart","Europa, Deutschland","","europ„ischer Nichtzust„ndigkeit, G20, stockt Prozess-EU-Ebene, ungewollt Krisen-Lehren-Debatte, Bremsen-Bundesregierung, schwach EU-Ebene",-1,"","","43 11"
"481",43,"http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true",2009,23,"Zeit","Wer braucht noch die EU?","Petra Pinzler",12,"Gegenwart, Vergangenheit","Europa","","Beobachten-Brger, hilfreich Euro, bedingt-hilfreich EU, vielversprechend EU-Modell",0,"","","43 12"
"482",44,"http://www.zeit.de/2009/25/Wie-gehts-Deutschland/komplettansicht?print=true",2009,25,"Zeit","Der Vertrauensbonus","Felix Rohrbeck",1,"Gegenwart, Zukunft","Welt, Deutschland, China, USA, Russland, Brasilien, Indien","","groá Vertrauen-deutsche-Wirtschaft, Ernst&Young, Wirtschaftsprfungsgesellschaft-Umfrage, attraktiver nvestitionsstandorte-Deutschland-Ernst&Young, ungef„hrlich Krise-Deutschland-Manager, einr„umen besten-Chancen-Deutschland-Manager, erfolgreich Rezession-Zukunft-Deutschland-Manager",2,"","15 Minuten","44 1"
"483",44,"http://www.zeit.de/2009/25/Wie-gehts-Deutschland/komplettansicht?print=true",2009,25,"Zeit","Der Vertrauensbonus","Felix Rohrbeck",2,"Gegenwart, Vergangenheit","Deutschland, Europa","","berraschen Ergebnisse, stark-eingebroche Wirtschaft-Deutschland, hohes Vertrauen-Englisch, Ernst&Young, meistern schwierige-Situationen-Deutschland-Vergangenheit, Wiedervereinigung-Bew„ltigung, Agenda-2010",1,"","","44 2"
"484",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",1,"Gegenwart, Zukunft","Welt, Deutschland, Italien","","denkt Sparen-Seinbrck,widerwillig-aufgespannt Rettungsschirm-Steinbrck, ungewollt Banken-Staatsgeld, schnell-zusammengefaltet  Rettungsschirm-Zukunft, vorzubereiten Staatsrckzug-Zukunft, G8, aufgreifen Staatsrckzug-Thema-Merkel-Zukunft",-1,"","1 Stunde 50 Minuten","45 1"
"485",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",2,"Gegenwart","Deutschland","","tr„umt Staatswirtschaft-Ende-Koalition,Wertverlust-Schrottpapiere,Wertverlust-gewagter-Hypotheken, zahlungsunf„hig normale-Kredite, Rezession, neue Krise-Schwung",-2,"","","45 2"
"486",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",3,"Gegebwart, Zukunft","Deutschland","","errichten D„mme-Zukunft, geschw„chten Banken, hereinbrechen zweite-Krise-Welle, IKB, beantragt Staatsgarantien-IKB, Hypo-Real-Estate, warnen Verluste-Hypo-Real-Estate, sch„rfsten Rezesson, spren Rezession-Wucht-Zukunft-Sanio, treffen brave-Banker-Zukunft, reffen Mittelstand-Versorger-Zukunft",-3,"oberste-Bankenaufseher = Jochen-Sanio","","45 3"
"487",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",4,"Gegenwart, Zukunft","Deutschland","Hessen, Frankfurt","Commerzbank, Macher-Blessing, schlecht Zahlen-Commerzbank, sinkt Aktienkurs-Commerzbank, gesttzt Staatsgeld-Zukunft-Commerzbank, radikal-konsequent Plan-Blessing, Realwirtschaft-Bank-Zukunft-Commerzbank, eigene Spekulationen",-1,"Commerzbank-Chef = Martin-Blessing","","45 4"
"488",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",5,"Gegenwart","Deutschland","","problematisch Ausrichtung",-1,"","","45 5"
"489",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",6,"Gegenwart, Zukunft","USA, Deutschland","","Abschwung, unbeglichen Schulden-Normalit„t, schwer Krise, drohen Pleiten, ungewappnet Geld-Institute, Commerzbank, Kreditausfall-Zukunft-Commerzbank-Best, Standard&Poor?s, kaum allein-stemmen-Commerzbank, JP-Morgan, brauchen zus„tzliches-Kapital-Zukunft-Commerzbank-JP-Morgan",-2,"","","45 6"
"490",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",7,"Gegenwart","Deutschland","","Commerzbank, Deutsche-Bank, schlecht-ausgleichen Kreditgesch„ft-Verluste-Commerzbank, erwirtschaften Traumrenditen-Deutsche-Bank, vernpft-Schicksla-deutsche-Wirtschaft-Commerzbank",-1,"","","45 7"
"491",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",8,"Gegenwart, Zukunft","Deutschland","","vermessen zweite-Welle-Best, ansteigen Insolvenz-Meldung, hochschnellen Darlehen-Ausfallrate-Zukunft, drohen hoch-Ausf„lle-Zukunft, Commerzbank, kaputten Landesbanken ",-2,"","","45 8"
"492",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",9,"Gegenwart","Welt","","verschlechtern Kreditnehmer-Bonit„t, Daimler, Thyssen, verlieren Rating-Topnoten-Konzerne, ausl”sen erbarmungslose-Mechanik",-2,"","","45 9"
"493",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",10,"Gegenwart","Welt","","neuen Banken-Eigenkapitalregeln, prfen Risiken-Basel-II, versch„ft šbertreibungen-Basel-II, untersch„tz Gefahren-Boom, fehl-ausschtteln Kapital, schwarz-sehen Krise, hochriskant normale-Gesch„fte ",-2,"neuen-Banken-Eigenkapitalregeln = Basel-II","","45 10"
"494",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",11,"Gegenwart","Welt","","problematisch Risiko-Messung, verschont Sparkassen-Volksbanken",-1,"","","45 11"
"495",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",12,"Gegenwart","Welt","","wichtig Eigenkapital, leider Wirtschaft-Eigenkapital-Knappheit, drohen Bank-Schlieáung-Eigenkapital-Knappheit",-1,"","","45 12"
"496",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",13,"Gegenwart, Vergangenheit","Welt",""," gef„hrlich zweite-Welle, k„mpfen Sp„tfolgen-Banken, drastisch Werpappier-Wert-Herabsetzung-Vergangenheit,  Sondergenehmigung, einfrieren  Problempapieren-Wert-Vergangenheit, ungeschtzt Abschreibungen, zahlungsunf„hig Schuldner",-1,"","","45 13"
"497",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",14,"Gegenwart, Zukunft","Welt","","IMF, ben”tigen zus„tzlichen-Kapital-Banken-IMF, sanieren Bilanzen-Zukunft, fragliche private-Kapitalbereitstellung, rekapitalisiert Banken-Staat-Deutschland-Zukunft-IMF",-1,"","","45 14"
"498",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",15,"Gegenwart, Zukunft","Welt","","ungewnscht Bankenrekapitalisierung-Staat, Commerzbank, beliebter Industrieunternehmen-Rettungsaktion, Bad-Bank-Gesetz, bleiben Minimalprogramm, auszulagren toxische-Wertpappiere-Zukunft, schonen Steuerzahlen, restriktiv Bedingungen, selbst-tragen Verluste-Banken, auáer-Kraft-setzen Basler-Mechanik, retten Banken-Zukunft, ungeholfen Wirtschaft",-1,"","","45 15"
"499",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",16,"Gegenwart, Vergangenheit","Deutschland, Japan","Nordrhein-Westfalen, Bonn","Billanzmll-Auslagerung, beitragen Finanzierungsbedingungen-Verbesserung-Hellwig, fehlen nachhaltige-Bankensystems-Sanierung-Hellwig, halbherzig Finansektor-Probleme-Vergangenheit-Japan, frchtete W„hler-Wut-Vergangenheit-Japan, Stillstand-Vergangenheit-Japan, bereit Bankensanierung-Mehrausgaben-Schneider,  anpassen Bedingungen-Schneider",-1,"SPD-Finanzexperte = Carsten-Schneider","","45 16"
"500",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n„chste Orkan","Mark Schieritz",17,"Gegenwart, Zukunft","Deutschland","","lockern Bad-Bank-Bedingungen, erstrecken Risikopositionen-Regelung-Deutsche-Bank, Deutsche-Bank, mehr Steuerzahler-Lasten-Zukunft, fehlen Gegenleistung-Zukunft, vorschreiben Rekapitalisierung-Zukunft-Schneider, Zwangsbeglckung-Zukunft, einsteigen Verstaatlichung-Zukunft ",-1,"","","45 17"
