;Metadaten;;;;;;;Bewertungsteil;;;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;14;Gegenwart;Deutschland;Berlin;nötig Schuldenabbau-Unterstützung-Berlin, nötig-ernsthafter Schuldenabbau-Versuch, möglich Schuldenkatastrophe, extreme Haushaltsnotlage;-2;
25;http://www.zeit.de/2006/45/Handel_Enttaeuscht/komplettansicht?print=true;2006;45;Zeit;Handel: Enttäuscht;;1;Vergangenheit;Deutschland;-;sinkender Einzelhandel-Umsatz-Statistisches Bundesamt, vorläufige Zahlen-Einzelhandelsumsatz, sinkend Umsatz-Versandhandel, steigend-Umsatz-Einrichtungsgegenständer, steigend-Umsatz-Baubedarf, steigend-Umsatz-Kosmetik, steigend-Umsatz-Medizin, schlimmer Umsatz-Zurückgang;-2;ist das wirklich Vergangenheit? Bin unsicher, da ja sehr aktuell
25;http://www.zeit.de/2006/45/Handel_Enttaeuscht/komplettansicht?print=true;2006;45;Zeit;Handel: Enttäuscht;;2;Gegenwart;Deutschland;-;tatsächlicher Rückgang-Umfrage-Widerspruch, außerordentlich-gute Kauflaune, möglich Wetter-Einfluss, warmer September;-1;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;1;Gegenwart;Deutschland;-;starkes Wirtschaftswachstum-Merkel, steigende Steuereinnahmen-Merkel, anhaltender Aufschwung-Deutschland-Merkel;1;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;2;Gegenwart;Deutschland;-;entscheidende Weichenstellungen-Merkel, einige Förderalismusreform-Merkel, verständigte Rentenpolitik-Merkel, verständigte Gesundheitspolitik-Merkel, beteiligtes Deutschland-UN-Friedensmission-Merkel;1;man könnte die Bewerbung bei den 2 Abschnitten auch auf 0 setzen, weil man förmlich auf das Aber wartet. Aber eigentlich wurde noch nichts schlimmes gesagt...
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;3;Gegenwart, Vergangenheit;Deutschland;Dresden, Leipzig, Sachsen;angekündigte Reformanstrengungen-Merkel-Bild-Zeitung, wegweisende Weichenstellung-Reformbeschlüsse-Leipziger-Parteitag-Merkel, unabdingbare Weichenstellung-Reformbeschlüsse-Leipziger-Parteitag-Merkel, nötig-sozialere Ausrichtung-Jürgen-Rüttgers;0;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;4;Gegenwart;Deutschland;-;positive Zwischenbilanz-Schwarz-Rot-Peter-Struck, positive Zwischenbilanz-Schwarz-Rot-Volker-Kauder, schlechtes Zeugnis-Regierung-Opposition, zufälig-positive Entwicklung-Guido-Westerwelle, reklamierende Merkel-Guido-Westerwelle;0;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;5;Gegenwart;Deutschland;-;unterstellte Merkel-Schönfärberei-Guido-Westerwelle, unterstellter Merkel-Realitätsverlus-Guido-Westerwelle, ;-1;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;6;Gegenwart, Vergangenheit;Deutschland;-;beanspruchte Reformdividende-Rot-Grün-Vorgängerregierung-Renate-Künast, nervenschwacher Kanzler-Gerhard-Schröder-Renate-Künast, nörgelnde Renate-Künast;0;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;7;Gegenwart, Zukunft;Deutschland;-;unzureichender Neuverschuldungs-Abbau-Renate-Künast, ausgeglichener Haushalt-Verspätung, ausgeklammerte Entwicklung-Neue-Länder-Linkspartei;-1;
27;http://www.zeit.de/2006/48/Willkommen_in_Deutschland_/komplettansicht?print=true;2006;48;Zeit;Willkommen in Deutschland?;Klaus-Peter Schmid;1;;;;;;
28;http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true;2006;49;Zeit;Brandstellen;Jutta Hoffritz;1;Vergangenheit;Deutschland;-;zukunftsträchtiges Kerngerschäft-Autozuliefererbereich, gescheiterter Deal-Mannesmann-Autosparte-Atecs, kleine Zulieferer-Kauf, gemehrte Verkäufe, unerfüllte Erwartungen, rote Zahlen-Autobereich, geringste Margen-Autobereich;-2;
28;http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true;2006;49;Zeit;Brandstellen;Jutta Hoffritz;2;Vergangenheit;Deutschland, USA, Kanada;-;steigende Ölpreise, asiatische Kleinwagen-Konkurrenz, beliefertes Unternehmen-General-Motors, beliefertes Unternehmen-Chrysler, gezogene Notbremse-Ekkehard-Schulz, verkaufter Großteil-Geschäft-USA-Ekkehard-Schulz, verschmolzene Autosparte-Technologiesparte;-2;
28;http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true;2006;49;Zeit;Brandstellen;Jutta Hoffritz;3;Gegenwart;Deutschland;Düsseldorf, Bremen, Heilbronn;ungelöste Probleme, brennende Stellen-Deutschland, verzweifelter Auftragskampf-Lenkungswerk-Düsseldorf, verzweifelter Auftragskampf-Bremer-Maschinenfabrik-Krause, verzweifelter Auftragskampf-Autoteile-und-Anlagenbauer-Heilbronn-Drauz-Nothelfer;-3;
28;http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true;2006;49;Zeit;Brandstellen;Jutta Hoffritz;4;Vergangenheit, Gegenwart, Zukunft;Deutschland;Heilbronn;aktuelle Auftagslücken, öftere Auftragslücken, abgebaute Mitarbeiterstellen, möglich-wegfallende Stellen, mögliche Teilschließung, möglicher Verkauf, restrukturierende Konkurrenten;-3;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;1;Gegenwart, Vergangenheit;Deutschland;-;brodelndes Internetforum-Holzpellet-Börse, geplante Klimabilanz-Verbesserung, geplantes Portemonnaie-Plus, Illusion;-3;eigentlich sind mir Pellets egal. Aber der Autor beschreibt es wie eine -3
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;2;Vergangenheit;Deutschland;-;nachwachsende Rohstoffe-Pellets, günstige Pellets-Vergangenheit, installierte Pelletheizungen, steigende Ölpreise, vorhandener Pellet-Überfluss, billiges Holz, teurer Holzkessel;1;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;3;Gegenwart;Deutschland;-;böses Erwachen, massive Holzpreis-Erhöhung, abgezockte Kunden-Holzofenbesitzer, zwiegespaltene Holzofen-Interessenten;-2;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;4;Gegenwart, Vergangenheit;Deutschland;-;ähnliche Erfahrung-Solarstromanlagen-Besitzer, umweltfreundliche Energie-Verteuerung, hohe Solaranlagen-Preise, unprofitable Solaranlagen, bessere Rendite-Bundesschatzbrief;-3;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;5;Gegenwart, Vergangenheit;Deutschland, Japan, USA;Bayern;ausgenutzte Nachfrage, steigende Preise, ausgenutzte Solarindustrie-Kunden, bestückte Stalldächer-Solaranlagen, hohe Renditen, hohe Nachfrage-Solarmodule, weltgrößter Solarmarkt-Deutschland, ;2;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;6;Gegenwart, Zukunft;Deutschland;Bonn, Thalheim, Sachsen-Anhalt, Freiburg;vervielfachte Kapazitäten-Solarworld, vervielfachte Kapazitäten-Q-Cells, sinkende Massenproduktions-Kosten, sinkende Solarzellen-Kosten-Fraunhofer-Institut-für-Solare-Energiesysteme-Joachim-Luther, anziehende Solarpreise, sagenhafte Branchen-Gewinne, hohe Umsatzrenditen, abgewürgter Handel-Joachim-Luther, vollbremsender Markt, sinkender Neubau-Solaranlagen;-2;Joachim Luther „bis vor kurzem Leiter des...“ wird aber implizit mit der Autorität des Fraunhofer Instituts zitiert...
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;7;Gegenwart;Deutschland;-;sinkender Verkauf-Holzheizungen, hoher Holzpreis, unrentable Pelletheizung-Kauf, undeutliche Unterschiede-Pelletheizung-Ölheizung-Gasheizung, gute Wärmedämmung-Rentabilität-Hans-Weinreuter-Verbraucherzentrale;-1;interessant für euer System: In diesem Artikel sind positive Adjektive schlechte Nachrichten, weil sie in 'Kundenabzocke' münden.
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;8;Gegenwart, Zukunft;Deutschland;-;überschrittener Holzpreis-Gipfel-Beate-Schmidt-DEPV, zulegende Pellet-Produktion, möglich-sinkende Preise-Beate-Schmidt;1;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;9;Gegenwart, Zukunft;Deutschland;Hamburg;mutige Prognose-Udo-Mantau-Zentrum-Holzwirtschaft, expandierende Bauindustrie-Werke, expandierende Spanplattenhersteller-Werke, expandierende Papierindustrie-Werke, steigende Holz-Nachfrage, dramatisch-steigende Sägereste-Preise, steigende Einkaufspreise-Peter-Leibold-German-Pellets;-2;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;10;Gegenwart, Zukunft;Deutschland;-;unsichere Rendite, möglich-ausgeglicheneres Angebot-Nachfrage-Verhältnis, möglich-sinkende Solarzellen-Preise, konstante Holz-Preise, gute Klimabilanz;;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;1;Gegenwart;Deutschland;-;steigend Weihnachtsbaum-Verkaufszahlen, mehr Singles-Deutschland, jährliche Nachfrage-Steigerung, steigend Zweitbaum-Trend, mehr Einpersonenhaushalte, mehr Wohnzimmer, mehr Bedarf, möglich Widerspruch-Tanne-Single, möglich-einsames Milieu-Krise;1;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;2;Gegenwart;Deutschland;Siegen;steigende Geborgenheits-Sehnsucht-Singles, zelebrierte Familie, verinnerlichte Familarität-Weihnachtsbaum-Thomas-Meyer-Universität-Siegen, zunehmender Symbolwert-Familie, auflösendes 68er-Milieu, sinkender Antiritualismus, tradiertes Gemeinschaftlichkeit-Kulturgut-Weihnachtsbaum, rückbesinnende Weihnachtsbaum-Käufer;0;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;3;Gegenwart, Vergangenheit;Deutschland, Frankreich;-;nachwachsende Rohstoffe-Pellets, günstige Pellets-Vergangenheit, installierte Pelletheizungen, steigende Ölpreise, vorhandener Pellet-Überfluss, billiges Holz, teurer Holzkessel;1;Elsass war deutsch zur Zeit des Berichteten, annektieren wir das hier? Dann kann Frankreich raus.
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;4;Vergangenheit;Deutschland;-;erstes Weihnachtbaum-Bild-Lucas-Cranach, bürgerlicher Weihnachtsbaum, bürgerliches Ideal-Zuverlässigkeit, bürgerliches Ideal-Treue, bürgerliches Ideal-Beständigkeit, idealisierte Tanne;-2;Der Autor benutzt nette Worte. Aber bei mir kommt eine -2 an
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;5;Gegenwart;Welt;-;;0;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;6;;;;pragmatische Amerikaner, romantische Deutsche, romantische Natursehnsucht, witterungsbedingter Preisanstieg-Weihnachtsbaum, selbstgebackene Plätzchen, individualisierte Welt, gewichtige Symbole-Gemeinschaftlichkeit-Geschäftsbericht-Holzindustrie, Überinterpretation;0;ich bin zu blöde für diesen Artikel... Habe den jetzt mehrmals gelesen. Wo fängt da die Ironie an? Die 0 ist eine Enthaltung...
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;1;Gegenwart;Deutschland;-;ratlose Regierung, sämtliche Positionen-Vertretung-Regierung, deutsche Konsensgesellschaft, mitredende Tarifpartner, mitredende Spitzenforscher, mitredende Banker, verdankte Misere-Banker;-1;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;2;Gegenwart;Deutschland;-;unentschlossene Regierung, bedrohte Jobs, bedrohter Wohlstand, möglich Rezessions-Abtreiben, betriebsbedingte Kündigungen, möglich-geschützte Festanstellungen, ungeschützte Selbstständige, ungeschützte Zeitarbeiter, ungeschützte befristet-Beschäftigte, ungeschützte Klein-Firmen-Mitarbeiter;-2;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;3;Gegenwart, Zukunft;Deutschland;-;verängstigte Deutsche, unwissende Politiker, unwissendere Ökonomen, versagende Rechenmodelle, außer-kraft-gesetzte  Volkswirtschafts-Bewegungssätze, absurde Prognosen, möglich-harte Krise, möglich-kurze Krise, möglich-jahrelanges Siechtum, plausible Argumente;-3;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;4;Gegenwart, Vergangenheit;Deutschland;-;lernende Ökonomen, nötige Vorhersage-Demut, nötige Krisenrezept-Verschreibungs-Demut, schnelle Krisen-Entwicklung, globale Krise, negative Wendungen;-2;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;5;Gegenwart, Vergangenheit;Welt, USA;-;unüberstandene Bankenkrise, ernüchternde Rettungsschirm-Aufspannungs-Ergebnis, zuspitzende Entwicklung, schwache Banken, benötigtes Einlagen-Geld, benötigte Garantien, aufkaufende Notenbank-USA, aufgekaufte Immobilienpapiere, höchste Ökonomie-Not;-2;im Kontext der aufeinanderfolgenden negativen Absätze sehe ich als Leser -3. Der Absatz für sich alleine ist aber eine -2. Arbeitet euer Programm mit Kontext?
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;6;Gegenwart;Deutschland;-;zurückkehrendes Finanzdrama, wichtiges Kreditgeschäft, unbelebtes Interbanken-Kreditgeschäft, bevorstehende Zweitrunde, unbediente Kredite, klagende Banken, doppelter Finanzkrach-Abschwung-Schrecken;-3;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;7;Gegenwart;Deutschland, Großbritannien, Frankreich;-;fehlende Immobilienblase, andere Krisen-Position-Deutschland, starker Exportüberschuss, starker Kapitalüberschuss, unabhängig Auslands-Kapital-Deutschland, gefürchtete Inflation-Bürger, gefürchtete Staatsverschuldung-Bürger, bedrohter Wohstand-Deutschland. bedrohter Export-Deutschland;1;GB und FR sind nur kurz erwähnt, die thematischen Bewertungen beziehen sich auf Deutschland
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;8;Gegenwart, Zukunft;Deutschland;-;schrumpfende Wirtschaft, aufzunehmender Abschwung-Kampf, nötig-steigende Schulden, nötig-dauerhafte Wert-Entstehung, nötig-steigende Investitionen, möglich-abgekoppelte Einkommensteuer-Inflation, nötig Infrastrukturinvestitionen, nötig Umweltschutzinvestitionen, nötig Bildungsinvestitionen;-1;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;9;Gegenwart, Vergangenheit;Deutschland, USA;-;wertvolle Zeit, vergehende Zeit, törichtes Warten-Bundesregierung, nötiges Konjunkturprogramm, unglaubwürdige Bundesregierung, minimale Neuausgaben;-2;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;10;Gegenwart;Deutschland;-;Nötig-zielsetzende Angela-Merkel, politischer Handlungs-Druck, fehlende-ökonomische Einsicht, mühende Kanzlerin-Angela-Merkel, fehlende Konjunkturpolitik-Entschiedenheit, ;-2;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;1;Gegenwart, Vergangenheit;Deutschland;-;gewagter Helden-Wettstreit, besserer Helden-Kandidat, bewegender Mensch-Deutscher-Sparer, umworbener Deutscher-Sparer, ruhiger Deutscher-Sparer;2;der Deutsche-Sparer ist hier ein Eigenwort, sonst geht das Deutsche verloren und das ist im Text schon sehr wichtig. Der Gegensatz zu bspw USA wird explizit erwähnt
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;2;Gegenwart, Vergangenheit;Deutschland;-;zurückgelegtes Geld-Kinder, verhöhnter Sparer, verspotteter Sparer, angeblic-anachronistischer Sparer, neuentdeckter Sparer-Charme, atrakktiver Langweiler-Sparer;2;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;3;Vergangenheit;Deutschland, Welt, Großbritannien;-;zusammengebrochene Investment-Bank-Lehman-Brothers, verstaatlichtes Kreditinstitut-Bradford-&-Bingley, verstaatlichte Kreditinstitute, erlittener Weltfinanzsystem-Infarkt, misstrauische Banken, illiquide Banken, panische Banker, panische Politiker, panische Aufseher, möglich Absturz-Bankrun;-2;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;4;Vergangenheit;Deutschland;-;gelassene Sparer, ernste Staatsgarantie-Angela-Merkel, steigende Spar-Volumina, höhere Zinsen-Sparbücher, höhere Zinsen-Festzinsprodukte, höhere Zinsen-Tagesgeldkosten, zugreifende Sparer, umgeschichtete Sparer-Milliarden, geernteter Beifall-Hans-Eiche-Sparer;3;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;5;Gegenwart, Vergangenheit;Deutschland, USA;-;wachsende Sparschweine, notwendige Privat-Altersvorsorge, steigend Sicherheits-Sehnsucht, steigend Abschwungs-Angst, hohe Sparquote, hohes Sparvermögen, niedrige Sparquote-USA;2;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;6;Gegenwart;Deutschland;-;niedrigere Konsumquote, steigend Konsum, nötig-starke Binnennachfrage-Ökonomen, niedrige Inflationsrate, gute Tarifabschlüsse, gleichzeitig Konsum-Sparen, volle Kaufhäuser;3;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;7;Gegenwart;Deutschland;-;nötig-hohe Rendite-Finanzexperten, ertragsreichere Anlagen, verlorene Gewinne-Absturz, sinkende Aktionärs-Zahl, möglich-weiterer Rückgang-Aktionäre;2;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;8;Gegenwart;Deutschland;;verantwortungsbewusste Deutsche, innerhalb Verhältnissen, vorheriges Erwirtschaften-Konsum, mögliche Investitionen-Finanzierung-Banken, mögliche Bauprojekte-Finanzierung-Banken;3;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;9;Gegenwart;Deutschland;-;sympathische Festgeldkonto-Sparer, ungeheuerliche Finanzprodukte-Sparer, unverständliche Optionsscheine, unverständliche Zertifikate, unverständliche-börsengehandelte Fondspapiere, abwägbares Risiko-Ertrags-Verhältnis, vorsichtige Investitionen;2;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;10;Gegenwart;Deutschland;-;bescheidene Erwartungen, anhaltend Vorsorge-Sparen, irrational Sparer, möglich Vermögens-Streuung, lukrativere Produkte;2;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;11;Gegenwart;Deutschland;-;schöne Prospekte-Unverstrauen, geringe Zeit, unwahrscheinliche Inflation, verlässlicher Deutscher-Sparer, ruhiger Deutscher-Sparer;3;
