;Metadaten;;;;;;;Bewertungsteil;;;;;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;5;Gegenwart, Zukunft;Deutschland;Berlin, Berlin;hoch Zinslast, steigend Grundsteuer-Grunderwerbsteuer-Falsch, notwendig Haushaltskonsolidierung;-2;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;6;Gegenwart, Zukunft;Deutschland;Berlin, Berlin;Åppig Vermîgen-Hauptstadt, hoch Potentielle-Einnahmen-Verkauf-Wohnungsbaugesellschaften-Thilo-Sarrazin, hoch Wohnungsvermîgen-Stadt, niedrig Mietniveau;1;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;7;Vergangenheit, Gegenwart;Deutschland;Berlin, Berlin;historisch GrÅnde-Sozialer-Wohnungsbau, unplausibel Kommunales-Engagement-Wohnungsmarkt;0;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;8;Vergangenheit, Gegenwart;Deutschland;Berlin, Berlin, Dresden, Sachsen;hoch Potential-Haushaltssanierung-Verkauf-Wohnungsbaugesellschaften-Dresden;2;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;9;Gegenwart;Deutschland;Berlin, Berlin;hoch Einkommen-KÑmmerer-Verkauf-Wohnungsbaugesellschaften;1;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;10;Gegenwart;Deutschland;Berlin, Berlin;hoch Potential-Privatisierungen-Grundbesitz-Liegenschaftsfonds-LandgÅter;2;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;11;Gegenwart;Deutschland;Berlin, Berlin;Nepotismus-Teilfaktor-Kritik-Privatisierungen-Parteifreunde, solide Daseinsvorsorge-BÅrger-Nahverkehr-MÅllentsorgung-Argument, Privatisierung-Kosten-Potentiell;0;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;12;Vergangenheit, Gegenwart;Deutschland;Berlin, Berlin;sinnvoll Privatisierungen-Gute-Erfahrungen-Verkauf-Unternehmensbeteiligungen-Gas-Wasser-Strom;1;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;13;Gegenwart;Deutschland;Berlin, Berlin;steigend Privatisierungen-Sarrazin, fallend Privatisierungen-Wowereit-Sparkurs;0;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;14;Gegenwart, Zukunft;Deutschland;Berlin, Berlin;anwachsend Schulden-Zinslast, drohend Haushaltsnotlage-Katastrophe-Schulden-Zinslast;-2;;;
25;http://www.zeit.de/2006/45/Handel_Enttaeuscht/komplettansicht?print=true;2006;45;Zeit;Handel: EnttÑuscht;;1;Vergangenheit;Deutschland;;sinkend Umsatz-Einzelhandel-Einzelhandelsumsatz, besser-steigend Verkauf-EinrichtungsgegenstÑnde-Haushaltsbedarf-Baubedarf-Kosmetik-Medizin, niedrig-fallend Umsatz-Versandhandel;-2;"sinkend=""gesunken""";;
25;http://www.zeit.de/2006/45/Handel_Enttaeuscht/komplettansicht?print=true;2006;45;Zeit;Handel: EnttÑuscht;;2;Gegenwart;Deutschland;;Widerspruch-Umsatzzahlen-Umfragewerte-Wetter;0;;;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;1;Vergangenheit, Gegenwart;Deutschland;;wachsend-steigend Wirtschaftswachstum-Merkel, steigend Steuereinnahmen-Merkel;3;;;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;2;Vergangenheit, Zukunft;Deutschland;;entscheidend Weichenstellungen-Fîderalismusreform-Rentenpolitik-Gesundheitspolitik-UN-Friedensmission-Merkel;2;;;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;3;Vergangenheit, Gegenwart, Zukunft;Deutschland;;wegweisend-unabdingbar Weichenstellung-Merkel-CDU-Parteitag, sozialer Ausrichtung-Politik-Hartz-Reformen-RÅttgers;1;;;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;4;Vergangenheit, Gegenwart;Deutschland;;Kritik-Opposition-FDP-Wirtschaftszahlen-Resultat-UnabhÑngig, positiv Zwischenbilanz-Schwarz-Rot-Gro·e-Koalition-Struck-Kauder;-1;;;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;5;Gegenwart;Deutschland;;Regierungskritik-Westerwelle-Merkel-RealitÑtsverlust-SchînfÑrberei;-2;;;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;6;Vergangenheit, Gegenwart;Deutschland;;Regierungskritik-KÅnast-Wirtschaft-Resultat-VorgÑngerregierung-Schrîder;-1;;;
26;http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true;2006;47;Zeit online;Merkel mit sich zufrieden;;7;Vergangenheit, Gegenwart;Deutschland;;Regierungskritik-KÅnast-Neuverschuldung-Abbau, Regierungskritik-Linke-Neue-BundeslÑnder;-2;;;
27;http://www.zeit.de/2006/48/Willkommen_in_Deutschland_/komplettansicht?print=true;2006;48;Zeit;Willkommen in Deutschland?;Klaus-Peter Schmid;1;-;-;-;-;-;;;
28;http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true;2006;49;Zeit;Brandstellen;Jutta Hoffritz;1;Vergangenheit, Gegenwart;Deutschland;;gering-negativ Margen-Autobereich-ThyssenKrupp, hoch Konkurrenz-Autozulieferer-Siemens-Bosch-Thyssen-Krupp;-2;;;
28;http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true;2006;49;Zeit;Brandstellen;Jutta Hoffritz;2;Vergangenheit, Gegenwart;Deutschland, USA, Asien, Kanada;;ThyssenKrupp-Autozulieferer-General-Motors-Ford-Chrysler, hoch ôlpreise-Amerika-Konkurrenz-Asien, Verkauf-ThyssenKrupp-Autosparte-USA-Kanada;-1;;;
28;http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true;2006;49;Zeit;Brandstellen;Jutta Hoffritz;3;Gegenwart;Deutschland;DÅsseldorf, Nordrhein-Westfalen, Bremen, Bremen, Heilbronn, Baden-WÅrttemberg;schlecht-verzweifelt Auftragslage-Autosparte;-3;;;
28;http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true;2006;49;Zeit;Brandstellen;Jutta Hoffritz;4;Vergangenheit, Gegenwart;Deutschland;;hoch Entlassungen-Drauz-Nothelfer-ThyssenKrupp-Teilschlie·ungen-Verkauf;-3;;;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;1;Vergangenheit, Gegenwart;Deutschland;;hoch Holzpelletpreise;-2;;;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;2;Vergangenheit;Deutschland;;niedrig Holzpelletpreise, hoch ôlpreise, hoch Anschaffungskosten-Holzkessel-Holzpellets;-1;;;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;3;Gegenwart;Deutschland;;hoch-steigend Holzpelletpreise;-2;;;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;4;Gegenwart;Deutschland;;niedrig Rendite-Solarstrom, hoch Preise-Solarstromanlagen;-2;;;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;5;Vergangenheit;Deutschland, Japan, USA;Bayern;hoch Renditen-Solarstrom, hoch Verkauf-Installation-Solaranlagen-Bayern;1;;;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;6;Gegenwart;Deutschland;;hoch Umsatzrendite-Siliziumhersteller-Zellfabrikanten, steigend Preise-Solarzelleninstallation-Solaranlagen, fallend Installationen-Solaranlagen;-2;;;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;7;Gegenwart, Zukunft;Deutschland;;hoch Holzpreis, unrentabel-teuer Palletheizung, steigend Gaspreis-ôlpreis;0;;;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;8;Gegenwart, Zukunft;Deutschland;;Spekulation-Holzpreis, fallend Holzpreis-Zukunft, steigend-zulegend Pelletproduktion, fallend Preis-Holzpellets-Hoffnung-DEPV;1;"DEPV=""Deutscher Energie-Pellet-Verband""";;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;9;Vergangenheit, Gegenwart;Deutschland;;hoch-steigend Nachfrage-Holzprodukte-SÑgereste-Bauindustrie-Spanplattenhersteller-Papierindustrie-Holzpelletindustrie, steigend Palletpreise-Euwid;-1;;;
29;http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true;2006;50;Zeit;Kein Plus mit Pellets;Marcus Franken;10;Gegenwart, Zukunft;Deutschland;;fallend Preise-Solarzellen, ungewiss Rendite-Holzpelletheizung;-1;;;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grÅnt so grÅn;Justus Bender;1;Gegenwart, Zukunft;Deutschland;;steigend Anzahl-Single-Einpersonenhaushalte, steigend-hoch WeihnachtsbÑume-Verkauf-Trend-Zweitbaum;2;;;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grÅnt so grÅn;Justus Bender;2;Vergangenheit, Gegenwart;Deutschland;;steigend RÅcklauf-Tradition-Familiengemeinschaft-68er;1;;;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grÅnt so grÅn;Justus Bender;3;Vergangenheit, Gegenwart;Deutschland;;steigend RÅckbesinnung-Familienwerte-Weihnachtsbaum, hoch Wunsch-Stabile-Zugehîrigkeitskategorien-Globalisierung;1;;;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grÅnt so grÅn;Justus Bender;4;Vergangenheit;Deutschland;;Geschichte-Tannenbaum-Weihnachten;2;;;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grÅnt so grÅn;Justus Bender;5;Gegenwart;Deutschland;;Weihnachtslied-O-Tannenbaum;0;Irrelevant;;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grÅnt so grÅn;Justus Bender;6;Gegenwart;Deutschland;;steigend WeihnachtsbaumverkÑufe-Deutschland;3;Kommentar: USA wird im Absatz erwÑhnt aber in einem vîllig irrelevantem Zusammenhang. Trotzdem nennen?;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;1;Gegenwart;Deutschland;;Merkel-Gro·e-Koalition-Arbeitskreise-Gipfeltreffen-Tarifpartner-Spitzenforscher-Banker;-1;;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;2;Gegenwart, Zukunft;Deutschland;;hoch Rezensionsgefahr, bedroht Wohlstand-Jobs-BÅrger, unzulÑnglich KÅndigungsschutz;-2;;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;3;Gegenwart, Zukunft;Deutschland;;hoch Unsicherheit-BÅrger, unwissend-versagt ôkonomen-Rechenmodelle-Prognosen;-2;;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;4;Vergangenheit, Gegenwart;Deutschland, Welt;;unwissend ôkonomen-Finanzkrise, schnell-entwickelnd Finanzkrise-Global;-3;;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;5;Vergangenheit, Gegenwart;USA, Welt;;anhaltend Bankenkrise, zuspitzend Entwicklung-Finanzkrise, Rettungspaket-USA-EinleihenkÑufe-Einlagen-Garantien-Henry-Paulson, steigend ImmobilienpapierkÑufe-AnlagenkÑufe-FED, fallend-sinkend Zinsen-FED;-3;;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;6;Gegenwart, Zukunft;Deutschland;;anhaltend-ausbleibend Interbank-Kredite-Rettungspaket-Bundesregierung, fallend Absatz-Unternehmen, steigend KreditunfÑhigkeit-Unternehmen-Absatzmangel, steigend ZahlungsausfÑlle-Banken, verstÑrkt-steigend Finanzkrach-Abschwung-Realwirtschaft;-3;;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;7;Gegenwart;Deutschland, Welt;;hoch ExportÅberschuss-KapitalÅberschuss, hoch Furcht-BÅrger-Staatsschulden-Inflation, bedrohlich Abschwung-Global-Gefahr-Exportweltmeister;-1;;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;8;Gegenwart, Zukunft;Deutschland;;schrumpft-fallend Wirtschaft-Prognose, steigend Schulden-Investitionsprogramm, Investitionen-Nachhaltig-Bildung-Umweltschutz-Infrastruktur, Abkopplung-Einkommenssteuer-Inflation;1;;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;9;Vergangenheit, Gegenwart, Zukunft;Deutschland, USA;;handlungsunfÑhig Obama-Investitionsprogramm, unglaubwÅrdig Bundesregierung-Ausgabenprogramm;-3;;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;10;Gegenwart, Zukunft;Deutschland;;entscheidungsschwach Merkel-Konjunkturprogramm;0;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;1;Vergangenheit, Gegenwart;Deutschland;;umworben Sparer;2;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;2;Vergangenheit, Gegenwart;Deutschland;;naiv Sparer-Verhîhnt-Vergangenheit, attraktiv Sparer-Gegenwart-Finanzkrise;1;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;3;Vergangenheit;USA, Gro·britannien, Deutschland, Welt;;hoch Verstaatlichungen-Banken, Weltfinanzsystem-Zusammenbruch-Kreditnotstand-Vertrauensverlust, hoch Gefahr-Bank-Runs;-3;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;4;Vergangenheit, Gegenwart;Deutschland;;gelassen Sparer, gleichbleibend-steigend Privatanlagen-Sparer-Finanzkrise, hoch Umschichtung-Aktienfonds-Immobilienfonds-Sparanlagen;3;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;5;Vergangenheit, Gegenwart;Deutschland, USA;;steigend Notwendigkeit-Altersvorsorge, steigend Privateinlagen-Sparer, hoch Angst-Unsicherheit-Abschwung, hoch Einlagen-Bankkonten-Versicherung, niedrig Wertpapiereinlagen, hoch Sparquote, niedrig Sparquote-USA;3;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;6;Gegenwart;Deutschland;;Binnennachfrage-Wichtig-ôkonomen, niedrig Inflation, gut TarifabschlÅsse, steigend Sparanlagen-Konsum;2;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;7;Gegenwart, Zukunft;Deutschland;;fallend-zurÅckgehend AktionÑre-Anzahl;0;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;8;Gegenwart;Deutschland;;verantwortungsbewusst Deutsche-Risikoscheu;2;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;9;Gegenwart;Deutschland;;konservativ Vermîgensverwaltung-Deutsche;2;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;10;Gegenwart, Zukunft;Deutschland;;irrational Vermîgensverwaltung-Sparbuch-Sparanlagen-Fehldende-Wertsteigerung-Altersvorsorge;-1;;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;11;Gegenwart, Zukunft;Deutschland;;verlÑsslich-gleichbleibend Sparer;2;;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;1;Vergangenheit, Gegenwart;Deutschland;;notwendig Konjunkturpaket-Merkel-SteinbrÅck-Marktpsychologie;1;;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;2;Vergangenheit, Gegenwart;Israel, Welt;;Fallstudie-Fu·ball-Elfmeterschie·en-Mitte-Stehen;-1;;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;3;Vergangenheit, Gegenwart;Israel, Welt;;Fallstudie-Fu·ball-Elfmeterschie·en-Mitte-Stehen;0;;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;4;Vergangenheit, Gegenwart;Deutschland, USA;;Merkel-Mitte-Politik, Bill-Clinton-Mitte-Triangulation;1;;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;5;Gegenwart, Zukunft;Deutschland, USA;;niedrig Konjunkturspritze-Konjunkturprogramm-Merkel-Gro·e-Koalition-Bundesregierung, hoch Konjunkturprogramm-Obama, hoch Defizit-USA-Obama-Konjunkturprogramm;-1;;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;6;Gegenwart;USA;;einflusslos-unwirksam Finanzspritzen-Rezession-Christina-Roma-USA, unsicher ôkonomen-Rat-Politiker;-1;;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;7;Gegenwart;Deutschland;;eingeknickt Merkel-SteinbrÅck-Konjunkturpaket;-2;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;1;Gegenwart;Deutschland, Schweiz;;World-Economic-Forum-Wirtschaftskrise;0;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;2;Gegenwart;Schweiz;;zukunftsgerichtet Klaus-Schwab-weForum;-1;"weForum=""Weltwirtschafts Forum""";;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;3;Gegenwart;Schweiz, Welt;;hoch Klagen-Wirtschaftskrise-Manager-Davos, fallend Preise, fallend Margen, fallend-niedrig Aktienwerte-Billionensummen, hoch Unsicherheit-Angst;-3;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;4;Gegenwart;Schweiz, Welt;;Verursacher-Finanzkrise-Banker;-2;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;5;Vergangenheit, Gegenwart;Schweiz, Welt;;ungenÅgend Ethikregeln-Davos-Globalisierung-Maria-Ramos;-1;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;6;Gegenwart, Zukunft;Schweiz, Welt;;notwendig Bankenrettung-Bill-Clinton-Davos, instabil-ungleich-unnachhaltig Weltwirtschaft-Bill-Clinton-Davos;-2;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;7;Vergangenheit;Schweiz;;gering VerÑnderungen-Nachhaltig-Davos-weForum;-1;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;8;Vergangenheit;Schweiz, Welt, USA;;selbstregulierend Bankensektor-Davos-weForum, niedrig Regulierung-Banken-USA;-1;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;9;Vergangenheit, Gegenwart, Zukunft;Schweiz, Welt;;hoch-steigend Kohlendioxidaussto·-Klimawandel-Davos-weForum;-2;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;10;Zukunft;Welt;;notwendig-steigend Regulierung-öberwachung-Monitoring-Staat-Unternhmen-Banken-Finanzkrise-Klimawandel-Meinung;1;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;11;Vergangenheit, Gegenwart;Schweit;;Davos-weForum-Trends-Weltwirtschaft;0;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;12;Gegenwart;Schweiz;;unerfÅllt Hoffnung-Versîhnung-Profit-Sozial-ôkologisch-Davos-weForum;-2;;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;13;Vergangenheit, Gegenwart, Zukunft;Schweiz, Welt;;positiv Trends-Davos-weForum-Weltwirtschaft, ungelîst Kernkonflikte-Weltwirtschaft-Davos-weForum;1;;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;1;Gegenwart;Welt;;hoch Regierungsausgaben-Rettungspakete-Bankenrettung-Subventionen-Firmen-Konsumenten-Steuersenkungen-Infrastrukturinvestitionen;-1;;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;2;Vergangenheit;Welt, USA;;hoch Protektionismus-Gro·e-Depression-Zerstîrung-Wohlstand;-2;;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;3;Gegenwart;Welt;;wichtig Welthandel-Freihandelssystem-Erholung-Weltwirtschaft, steigend Nationalismus-Welthandel;1;;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;4;Gegenwart;Frankreich, Russland, USA, Gro·britannien, Schweden, Italien, Deutschland;;steigend Subventionen-Autoindustrie-Frankreich-Protektionismus-Sarkozy, steigend Zîlle-Autoindustrie-Protektionismus-Russland, steigend Subventionen--Autoindustrie-Protektionismus-USA-Gro·britannien-Schweden-Italien, steigend Forderung-Deutschland-Protektionismus;-2;;;
