,SN,JM,DC,Artikeln_Nr,Abschnitt,SN.Zeitbezug,SN.Thema,JM.Zeitbezug,JM.Thema,DC.Zeitbezug,DC.Thema,Title,Text,Link
187,-2,1,-1,19,7,Gegenwart,"steigend Steuereinnahmen, steigend Besch?ftigung, Mehrwertsteuererh?hung, Lohnnebenkosten",Gegenwart,"groõe Staatsfinanzen-Sanierungs-Aufgabe, h?here Steuereinnahmen, ungeahnter Spielraum,  mehr Jobs, mehr Sozialversicherungen-Beitragszahler, h?here Mehrwertsteuer, m?glich g?nstigere Arbeit, m?glich befl?gelter Aufschwung",Gegenwart,"sanieren Staatsfinanzen, wachsenden Wirtschaft, h”here Steuereinnahmen, steigend Jobanzahl, steigend Beitragszahleranzahl, schlieáen L”cher, festhalten Mehrwersteuererh”hung, beweisen Reformmut, senken Lohnnebenkosten, gnstiger Arbeit, beflgeln Aufschwung",Aufschwung: Dafür kann sie nichts ,"Sicher, die größte Aufgabe der Großen Koalition ist es, die Staatsfinanzen zu sanieren. Aber dieser Aufschwung zeigt, wie viel leichter dies in einer wachsenden Wirtschaft fällt: Höhere Steuereinnahmen verschaffen dem Finanzminister ungeahnten Spielraum, und mehr Jobs bedeuten mehr Beitragszahler für die Sozialversicherungen. Auch so schließen sich die Löcher der Krisenjahre. Und wenn es darum geht, an der höheren Mehrwertsteuer festzuhalten, um endlich Reformmut zu beweisen: Warum verwendet man die Einnahmen daraus dann nicht komplett dafür, die Lohnnebenkosten zu senken? Das würde Arbeit günstiger machen, weitere Jobs schaffen – und den Aufschwung nicht abwürgen, sondern beflügeln.",http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true
188,0,-1,-1,19,8,Gegenwart,"hoch Unsicherheit, Brger-Angst, Mehrwertsteuererh?hung-Irrtum",Gegenwart,"unsichere Weltpolitik-Zeiten, besondere Verantwortung, n?tige Zuversicht, n?tige Mehrwertsteuer-Korrektur",Gegenwart,"unsicheren Zeiten, Wirtschaftskursverantwortung, Angst-Brger, sichern Konjunktur, korrigieren Mehrwersteuererh”hung-Irrtum",Aufschwung: Dafür kann sie nichts ,"Gerade in weltpolitisch unsicheren Zeiten trägt eine Regierung besondere Verantwortung für ihren Wirtschaftskurs im Innern. Angst haben die Bürger ohnehin; sie brauchen Zuversicht. Nichts zu tun, was die Konjunktur gefährdet, war das richtige Rezept im Frühjahr. Den Irrtum der Mehrwertsteuererhöhung zu korrigieren, das ist die Devise für den Herbst.",
189,0,0,1,20,1,"Gegenwart, Zukunft","endlos Streit-Strompreise, Trennung-Kraftwerke-Stromnetz-Uwe-Leprich, Tabubruch-Zwangsma nahmen-Enteignung-Stromkonzerne","Gegenwart, Zukunft","neues Strompreise-Kapitel, heiõe Debatten, endloser Streit, empfohlene Trennung-Kraftwerke-Stromleitungsnetz, neue Disput-Qualit?t, gebrochenes Tabu, Zwangsmaõnahmen, Enteignung",Gegenwart,"endlosen Strompreisstreit, aufgeschlagen Kapitel, Enflechtung, eigentumsrechtliche Trennung-Kraftwerke-Stromleitungsnetz-Lepricht, Forderung-Minister, Qualit„tsverleihung-Disput, Zwangsmaánahmen, Stromkonzernenteignung, Tabubrechung","Energie: Wer das Netz hat, hat die Macht ","In dem endlosen Streit um die Strompreise wird gerade ein neues Kapitel aufgeschlagen. Es trägt die Überschrift »Entflechtung« und wird noch für heiße Debatten sorgen. Wissenschaftler wie der Energieökonom Uwe Leprich von der Hochschule für Technik und Wirtschaft des Saarlandes plädieren zwar schon seit längerem für die eigentumsrechtliche Trennung der Kraftwerke vom Stromleitungsnetz. Nun hat sich aber auch ein Minister die Forderung zu Eigen gemacht – und damit dem Disput eine neue Qualität verliehen. Von Zwangsmaßnahmen ist die Rede, gar von der Enteignung der Stromkonzerne. Ein Tabu ist gebrochen.",http://www.zeit.de/2006/37/Strom/komplettansicht?print=true
190,1,0,1,20,2,"Gegenwart, Zukunft","Trennung-Leistungsnetz-Energieerzeugung-Gabriel, Drohung-Energiekonzerne-Garbiel",Gegenwart,"unzust?ndiger Minister-Gabriel, erw?rmter Umweltminister-Gabriel, vorgeschlagene Leitungsnetz-Energieerzeugung-Trennung, popul?re Drohung, nicht-scheuen Auseinandersetzung-Gabriel","Gegenwart, Vergangenheit","Leitungsnetzabtrennung-Energieerzeugung-Gabriel, Schlagzeilen, popul„ren Drohung, eingehen Auseinandersetzung-Gabriel ","Energie: Wer das Netz hat, hat die Macht ","Sigmar Gabriel ( SPD ) ist im Berliner Kabinett für die Angelegenheit zwar nicht zuständig. Dennoch erwärmte sich der Umweltminister öffentlich für den Gedanken, »das Leitungsnetz von der Energieerzeugung zu trennen«. Die Meinungsäußerung sorgte für Schlagzeilen, weil Gabriel seine Anregung mit der populären Drohung garnierte, »keine Auseinandersetzung mit den großen Energieunternehmen« zu scheuen.",http://www.zeit.de/2006/37/Strom/komplettansicht?print=true
191,-1,-1,-1,20,3,"Gegenwart, Zukunft","mangelnd Wettbewerb-Netzbetreiber-Kraftwerke-RWE, hoch Energiepreise-Wettbewerbsmangel","Gegenwart, Zukunft","besorgter Umweltminister, herrschende Ex-Monopolisten, nicht-stattfindender Wettbewerb, hoch-bleibende Preise, technische Enp?sse, diskutierte Netzanschluss-Modalit?ten","Gegenwart, Zukunft","treibt Sorge-Gabriel, verweigern Netzanschluss-Exmonopolisten, sichern Pfrnden, wegfallen Wettbewerb, hoch preise, RWE, m”glich Engp„sse-RWE, zurckweisen Verweigerungsvorwurf-RWE, diskutieren Modalit„ten-Bundesnetagentur","Energie: Wer das Netz hat, hat die Macht ","Den Umweltminister treibt die Sorge, dass die sowohl über das Netz als auch über die Kraftwerke herrschenden Exmonopolisten den Betreibern neuer Kraftwerke den Netzanschluss verweigern, um ihre Pfründen zu sichern. Wettbewerb fände dann auch in Zukunft nicht statt, die Preise blieben hoch. Tatsächlich macht RWE keinen Hehl daraus, dass es zu technisch bedingten »Engpässen« beim Anschluss neuer Kraftwerke kommen könnte. Den Vorwurf der »Verweigerung« weist der Konzern indes von sich. Derzeit, heißt es bei Deutschlands größtem Stromerzeuger, würden die Modalitäten für den Netzanschluss von Kraftwerken mit der Bundesnetzagentur diskutiert.",http://www.zeit.de/2006/37/Strom/komplettansicht?print=true
192,-1,0,-1,20,4,"Vergangenheit, Gegenwart","Kartelle-Energiekonzerne-RWE-Netzbetreiber-Kraftwerksbetreiber-Wettbewerb, steigend Kritik-Eigentmerstruktur-Energiekonzerne-Brssel-Matthias-Kurth",Gegenwart,"Agenda-Thema, gemeinsame Netzwerk-Betreibung, eigenst?ndiges Unternehmen-RWE-Energy, infrage-gestellte Eigent?merstruktur-Br?ssel,",Gegenwart,"anhaltend Enflechtungsagenda, geminsamen Holding-Betreibung, RWE-Energy, RWE-Power, hinterfragen Eigentmerstruktur-Brssel","Energie: Wer das Netz hat, hat die Macht ","Doch wie auch immer der Streit ausgeht – das Thema Entflechtung der Konzerne bleibt auf der Agenda. Bisher betreiben die Stromunternehmen ihr Netz und die Kraftwerke unter dem Dach einer gemeinsamen Holding. Der Netzbetreiber RWE Energy beispielsweise ist zwar ein eigenständiges Unternehmen, gehört aber ebenso wie die Kraftwerkssparte RWE Power dem Mutterkonzern. Obwohl der Strommarkt-Regulierer Matthias Kurth darüber wacht, dass die Netze nicht missbraucht werden, wird diese Eigentümerstruktur zunehmend infrage gestellt – und zwar von Brüssel.",http://www.zeit.de/2006/37/Strom/komplettansicht?print=true
193,1,1,1,20,5,Gegenwart,steigend Forderung-Trennung-Leistungsnetz-Energieerzeugung-Ralf-Linkohr,"Gegenwart, Zukunft","gelassenere Diskussion, heikles Thema, eigentumsrechtliche Stromtransport-Stromerzeugung-Trennung, st?rkerer Trennungs-Ruf-Rolf-Linkohr","Gegenwart, Vergangenheit","gelassener Diskussion, ausgesprochen eigentumsrechtliche-Trennung , st„rker Ruf-Linkohr","Energie: Wer das Netz hat, hat die Macht ","Tatsächlich diskutiert man anderswo in Europa längst gelassener über das heikle Thema als hierzulande. 24 von 25 europäischen Strommarkt-Regulierern haben sich bereits für die eigentumsrechtliche Trennung von Stromtransport und Stromerzeugung ausgesprochen. Der Ruf danach werde stärker, sagte kürzlich auch Rolf Linkohr, Sonderberater des EU-Kommissars für Energie.",http://www.zeit.de/2006/37/Strom/komplettansicht?print=true
194,-1,-2,-1,20,6,Gegenwart,"Stromnetz-Natrlich-Monopol, hoch Diskriminierungsgefahr-Netzbetreiber-Kraftwerksbetreiber, hoch Regulierungsbedarf-Eigentmerstruktur-Energiekonzerne",Gegenwart,"drohende Diskriminierung, entscheidender Wettbewerbs-Faktor, warscheinliche Konkurrenz-Diskriminierung",Gegenwart,"entscheidend Netzbetreiberunabh„ngigkeit, natrliches Monopol-Stromnetz, angewiesen Nutzung, droht, Diskriminierung, vertikal-integrierte- Infrastrukturunternehmen-von-Hirschhausen, Schwesterunternehmen-Bevorzugung-Anreiz-von-Hirschhausen, diskriminieren Drittunternehmen","Energie: Wer das Netz hat, hat die Macht ","In der Praxis ist nichts so entscheidend für den Wettbewerb wie die Unabhängigkeit der Netzbetreiber. Der Grund: Das Stromnetz ist ein natürliches Monopol, auf dessen Nutzung alle Anbieter angewiesen sind; gehört das Netz einem der Anbieter, droht allen anderen Diskriminierung. Nach Auffassung des Dresdner Energiewissenschaftlers Christian von Hirschhausen haben »vertikal integrierte Infrastrukturunternehmen« einen dauernden Anreiz, »die Schwesterunternehmen aus dem eigenen Konzern beim Infrastrukturzugang zu bevorzugen und Drittunternehmen zu diskriminieren«.",
195,-1,1,-1,20,7,"Vergangenheit, Gegenwart",mangelnd EU-Recht-Stromnetz-Trennung-Eigentumsrechtlich,"Vergangenheit, Gegenwart, Zukunft","zaghafte Entflechtung, getrennte Buchhaltung, verhinderte Eigen-Verbilligung, versch?rfte Richtlinie, unterbundener Eigen-Informationsfluss, getrenntes Management, gesellschaftsrechtliche Trennung, keine eigentumsrechtliche-Entflechtung-EU-Recht","Gegenwart, vergangenheit","zaghaft Entflechtungsvorschriften-EU, getrennte Buchhaltung, verhindern Netzbetriebverbilligung-Konkurenz, unterbinden Informationsfluss, informationelle Entflechtung, operationelle Entflechtung, ausgelagert Rechtspers”nlichkeit, ungezwungen Gesch„ftstrennung ","Energie: Wer das Netz hat, hat die Macht ","Um das zu verhindern, hat die EU seit dem Beginn der Liberalisierung mehrere Vorschriften zur Entflechtung – neudeutsch: Unbundling – erlassen. Sie begann indes sehr zaghaft. Die erste EU-Richtlinie von 1996 verlangte nur eine getrennte Buchhaltung für die Erzeugung, den Transport und den Vertrieb von Strom. Auf diese Weise sollte verhindert werden, dass die Netzeigentümer ihren Strom mit Einnahmen aus dem Netzbetrieb zulasten der Konkurrenz verbilligen. Erst die verschärfte Richtlinie von 2003 schreibt vor, den Informationsfluss zwischen den einzelnen Unternehmensteilen zu unterbinden und für jede Wertschöpfungsstufe ein eigenes Management einzusetzen (informationelle und operationelle Entflechtung). Versorger mit mehr als 100.000 Kunden verpflichtete die EU sogar zur gesellschaftsrechtlichen Trennung; der Betrieb der Stromnetze muss demnach in ein Unternehmen mit eigener Rechtspersönlichkeit ausgelagert werden. Keine EU-Vorschrift verlangt allerdings die eigentumsrechtliche Entflechtung. Kein Stromkonzern wird also von der EU gezwungen, sich entweder vom Netz oder von allen anderen Geschäften zu trennen.",
196,1,2,1,20,8,Gegenwart,"hoch Wettbewerb-Europa-Eigentmerstruktur-Netzbetreiber, niedrig Wettbewerb-Deutschland-Eigentmerstruktur-Netzbetreiber",Vergangenheit,"entflochtenes Eigentumsrecht-Stromnetz, b?rsennotiertes Unternehmen-National-Grid, getrennte Erzeugung-Netz-Skandinavien, steigend-erm?glichter Wettbewerb","Vergangenheit, Gegenwart","stattgefunden igentumsrechtlich-Enflechtung, Nationale-Grid, erm”glichen Wettbewerbssteigerung","Energie: Wer das Netz hat, hat die Macht ","Trotzdem hat nach Auskunft der EU-Kommission fast jeder zweite EU-Mitgliedstaat das Stromnetz bereits eigentumsrechtlich entflochten. Eigentümer und Betreiber des englischen und walisischen Stromnetzes ist beispielsweise ein börsennotiertes Unternehmen namens National Grid. In den skandinavischen Ländern ist das Stromnetz in öffentlicher Hand. Selbst Italien hat sein Netz von der Erzeugung getrennt. Die internationalen Erfahrungen zeigten, sagt von Hirschhausen, dass getrennte Systeme mehr Wettbewerb ermöglichten.",http://www.zeit.de/2006/37/Strom/komplettansicht?print=true
197,1,1,-1,20,9,"Gegenwart, Zukunft","L?sungsvorschl?ge-Eigentmerstruktur-Netzbetreiber, senkend-fallend Rendite-Netzgesellschaften-Freiwillig-Trennung-Netz-Vorschlag-Leprich, Hybridl?sung-Hirschhausen-USA",Gegenwart,"fragliche Trennung, sinkende Rendite-Vorschlag-Leprich, konsequente Regulierung-Leprich, freiwilliger R?ckzug-Groõstromerzeuger, m?gliche Hybridl?sung-Hirschhausen, unabh?ngiger Betreiber",Gegenwart,"organisieren Netztrennung, verletzen Grundgesetz-Eigentumsgarantie, konsequente Regulierung-Leprich, senken Rendite-Leprich, renditemaximierenden Groástromerzeuger-Leprich, freiwillig Netztrennung-Leprich, Hybridl”sung-von- Hirschhausen. betreiberunabh„ngige Bewirtschaftung-von-Hirschhausen","Energie: Wer das Netz hat, hat die Macht ","Allerdings stellt sich die Frage, wie die Trennung von Netz und Kraftwerken organisiert werden kann, ohne die Eigentumsgarantie des Grundgesetzes (Artikel 14) zu verletzen. Der Saarbrücker Energieökonom Leprich schlägt vor, durch konsequente Regulierung die Rendite der Netzgesellschaften so weit zu senken, dass die privaten »renditemaximierenden Großstromerzeuger« sich freiwillig von ihren Netzen trennen. Sein Dresdner Kollege von Hirschhausen hält eine »Hybridlösung« für möglich, die in Teilen der nordöstlichen USA praktiziert wird. Danach bleibt das Netz zwar Eigentum der Konzerne, wird jedoch von einem unabhängigen Betreiber bewirtschaftet.",http://www.zeit.de/2006/37/Strom/komplettansicht?print=true
198,1,-1,0,21,1,"Vergangenheit, Gegenwart","Sozialabbau-Ver.di, Arbeits?mter-Ausland-Vermittlung-Arbeitsemmigration-Zentralstelle-Fr-Arbeitsvermittlung-ZAV-Europ?ische-Kommission",Gegenwart,"ausl?ndische Jobchancen, helfendes Arbeitsamt, Vermittlung","Vergangenheit, Gegenwart","ver.di, gegen Sozialabbau, unterhalten Auslandsjobchancen",Zuwanderung: Republik-Flucht ,"Am Kieler Europaplatz, schräg gegenüber dem Arbeitsamt, lungerten am Montagnachmittag ein paar Punks herum und hörten Musik. Nebenan genossen Flaneure einen letzten sonnigen Herbsttag, und ein ver.di-Gewerkschafter verteilte Handzettel gegen den Sozialabbau. Ungewohnt war, dass auch ein bunt bemalter Infobus am Europaplatz parkte. Dort konnte man sich mit Beratern des österreichischen, französischen und slowenischen Arbeitsamtes über Jobchancen im Ausland unterhalten. »Wir wollen dabei helfen, Deutsche ins Ausland zu vermitteln«, erläuterte Monika Varnhagen, die Direktorin der Zentralstelle für Arbeitsvermittlung (ZAV) bei der Bundesagentur für Arbeit, die für diese Aktion der Europäischen Kommission nach Kiel gereist war.",http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true
199,1,0,-1,21,2,"Vergangenheit, Gegenwart",ausl?ndisch Stellenanzeigen-Programmierer-D?nemark,Gegenwart,"ausl?ndische Stellenanzeigen, kein-groõer Ansturm, interessante Karrierechancen","Vergangenheit, Gegenwart","gering Ansturm, reservierte Norddeutsche, ausl„ndischen Stellenanzeigen, Ausland-Karrierechancen",Zuwanderung: Republik-Flucht ,"Einen großen Ansturm gab es nicht am Europaplatz, aber nach und nach trauten sich ein paar reservierte Norddeutsche in den Bus, steckten Faltblätter ein oder stöberten am Computer in ausländischen Stellenanzeigen. Zwei Programmierer erkundigten sich bei der Vertreterin des slowenischen Arbeitsamtes nach Karrierechancen in der Zwei-Millionen-Republik zwischen Adria und Alpen, interessierten sich aber »auch für Dänemark «.",http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true
200,1,0,-1,21,3,"Vergangenheit, Gegenwart, Zukunft","Architektin-Gro -Britannien, besch?ftigungslos Einzelhandelskaufmann-Ausland",Gegenwart,"unbezahlte Architektin, bewegtes Groõbritannien, Auslands-Wunsch","Vergangenheit, Gegenwart, Zukunft","unbezahlt Arbeit-Osterreich, unauffindbar Besch„ftigung-Deutschland, will Ausland-Einzelhandelskaufmann",Zuwanderung: Republik-Flucht ,"Eine 31-jährige Architektin, die zuletzt unbezahlt in Österreich gearbeitet hatte, wollte nach Großbritannien, »weil sich da mehr bewegt«. Auch wenn das bedeuten mag, dass »ich noch ein paar Jahre weiter aus dem Koffer in Wohngemeinschaften leben werde«, sagte sie. Ein etwa 50-jähriger Einzelhandelskaufmann, der in Deutschland keine Beschäftigung mehr findet, erschien in Schlips und Kragen und betrat den Bus mit den Worten: »Ich will ins Ausland.«",http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true
201,2,-1,-1,21,4,"Gegenwart, Zukunft","steigend Druck-Arbeitslose-Arbeitslosengeld-2, wachsend Bereitschaft-Berufsmigration-Europa, hoch-steigend Berufsmigration-Vermittlung-Arbeits?mter","Gegenwart, Zukunft","steigender Druck, niedriges Arbeitslosengeld-II, steigende Auswanderer-Zahlen, internationale Jobmessen, angebotene Beratungs-M?glichkeit-Arbeits?mter-Varnhagen-Vorschlag","Vergangenheit, Gegenwart, Zukunft","ZAV, steigt Druck-Varnhagen, steigen Arbeitslosengeld-II-Emp„nger-Anzahl-Varnhagen, steigen Auslandsvermittlung, automatisch-anbieten Beratung-Varnhagen",Zuwanderung: Republik-Flucht ,"Die Arbeitsvermittlerin Varnhagen sieht diese Entwicklung mit kühlem Blick. »Der Druck steigt einfach«, sagt sie. »Wo Menschen nur noch Arbeitslosengeld II bekommen, wächst die Bereitschaft, sich im Rest Europas umzuschauen.« Darum gelang es der ZAV im vergangenen Jahr mit Roadshows, internationalen Jobmessen und mehreren hundert Beratern, stolze 8500 Deutsche ins Ausland zu vermitteln. »In diesem Jahr werden es noch mal mehr«, sagt Varnhagen. Sie will nun auch erreichen, dass das Abwandern ins Ausland »automatisch« bei der Beratung in den Arbeitsämtern als Möglichkeit angeboten wird. »Freilich ohne dass damit ein Zwang verbunden wäre«, das betont sie sehr.",http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true
202,1,-1,-1,21,5,Gegenwart,"drftig-unpr?zise Wanderungsstatistik, hoch Abwanderung-Netto","Gegenwart, Vergangenheit","d?rftige Wanderungsstatistik, unpr?zise Wanderungsstatistik, Auswanderer-Nettoverlust, ","Gegenwart, Vergangenheit","unpr„zise Wanderungsstatistik, Nettoverlust-Abwanderung",Zuwanderung: Republik-Flucht ,"Die amtliche deutsche Wanderungsstatistik ist dürftig und unpräzise, spricht aber seit einigen Jahren dennoch eine klare Sprache. Im vergangenen Jahr etwa meldeten sich knapp 145000 Deutsche ins Ausland ab, etwa so viele wie in Heidelberg wohnen. Nur 128000 Deutsche kehrten von Auslandsaufenthalten zurück, was einen Nettoverlust von knapp 17000 ergibt.",http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true
203,-1,-1,-2,21,6,"Vergangenheit, Gegenwart","fallend Bev?lkerung, hoch Zuwanderung-Ausl?nder-Immigration, hoch Abwanderung-Deutsche-Emigration, hoch Sterberate, niedrig Geburtenrate",Gegenwart,"schrumpfende Gesamtbev?lkerung, deutscher Nettoabfluss, zuwandernde Ausl?nder","Gegenwart, Vergangenheit","Nettoabfluss-Deutsche, wettmachen Zuwanderer, demografischer-Wandel, schrumpf Gesamtbev”lkerung",Zuwanderung: Republik-Flucht ,"Das war kein einmaliger Ausreißer. Klammert man die Zuwanderung von Spätaussiedlern aus der Statistik aus, gab es zwischen 1993 und 2005 einen Nettoabfluss von über 300000 Deutschen. Zuwandernde Ausländer machen diesen Verlust zwar mehr als wett – im vergangenen Jahr kamen netto fast 96000 Ausländer ins Land –, aber dafür sterben in Deutschland auch deutlich mehr Leute, als geboren werden. Unterm Strich schrumpft die Gesamtbevölkerung in Deutschland deshalb weiter.",http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true
